id	pays_id	annee	population
2448	40	2016	1771604
2449	41	2016	3553056
2450	42	2016	42590879
2451	43	2016	3720400
2452	1	2017	445534430
2453	2	2017	511378572
2454	3	2017	340541142
2455	4	2017	11351727
2456	5	2017	7101859
2457	6	2017	10578820
2458	7	2017	5748769
2459	8	2017	82521653
2460	9	2017	1315635
2461	10	2017	4784383
2462	11	2017	10768193
2463	12	2017	46528024
2464	13	2017	66809816
2465	14	2017	4154213
2466	15	2017	60589445
2467	16	2017	854802
2468	17	2017	1950116
2469	18	2017	2847904
2470	19	2017	590667
2471	20	2017	9797561
2472	21	2017	460297
2473	22	2017	17081507
2474	23	2017	8772865
2475	24	2017	37972964
2476	25	2017	10309573
2477	26	2017	19643949
2478	27	2017	2065895
2479	28	2017	5435343
2480	29	2017	5503297
2481	30	2017	9995153
2482	31	2017	65844142
2483	32	2017	338349
2484	33	2017	5258317
2485	34	2017	622387
2486	35	2017	2073702
2487	36	2017	2876591
2488	37	2017	7040272
2489	38	2017	79814871
2490	39	2017	3509728
2491	40	2017	1783531
2492	41	2017	3550852
2493	42	2017	42414905
2494	43	2017	3726374
2495	1	2018	446098424
2496	2	2018	512372000
2497	3	2018	341145721
2498	4	2018	11398589
2499	5	2018	7050034
2500	6	2018	10610055
2501	7	2018	5781190
2502	8	2018	82792351
2503	9	2018	1319133
2504	10	2018	4830392
2505	11	2018	10741165
2506	12	2018	46658447
2507	13	2018	66918941
2508	14	2018	4105493
2509	15	2018	60483973
2510	16	2018	864236
2511	17	2018	1934379
2512	18	2018	2808901
2513	19	2018	602005
2514	20	2018	9778371
2515	21	2018	475701
2516	22	2018	17181084
2517	23	2018	8822267
2518	24	2018	37976687
2519	25	2018	10291027
2520	26	2018	19530631
2521	27	2018	2066880
2522	28	2018	5443120
2523	29	2018	5513130
2524	30	2018	10120242
2525	31	2018	66273576
2526	32	2018	348450
2527	33	2018	5295619
2528	34	2018	622359
2529	35	2018	2075301
2530	36	2018	2870324
2531	37	2018	7001444
2532	38	2018	80810525
2533	39	2018	3500295
2534	40	2018	1798506
2535	41	2018	3547539
2536	42	2018	42216766
2537	43	2018	3729633
2538	1	2019	446824564
2539	2	2019	513471676
2540	3	2019	341902187
2541	4	2019	11455519
2542	5	2019	7000039
2543	6	2019	10649800
2544	7	2019	5806081
2545	8	2019	83019213
2546	9	2019	1324820
2547	10	2019	4904240
2548	11	2019	10724599
2549	12	2019	46937060
2550	13	2019	67012883
2551	14	2019	4076246
2552	15	2019	60359546
2553	16	2019	875899
2554	17	2019	1919968
2555	18	2019	2794184
2556	19	2019	613894
2557	20	2019	9772756
2558	21	2019	493559
2559	22	2019	17282163
2560	23	2019	8858775
2561	24	2019	37972812
2562	25	2019	10276617
2563	26	2019	19414458
2564	27	2019	2080908
2565	28	2019	5450421
2566	29	2019	5517919
2567	30	2019	10230185
2568	31	2019	66647112
2569	32	2019	356991
2570	33	2019	5328212
2571	34	2019	622182
2572	35	2019	2077132
2573	36	2019	2862427
2574	37	2019	6963764
2575	38	2019	82003882
2576	39	2019	3492018
2577	40	2019	1795666
2578	41	2019	0
2579	42	2019	41983564
2580	43	2019	3723464
2581	1	2020	447706209
2582	2	2020	0
2583	3	2020	342806623
2584	4	2020	11549888
2585	5	2020	6951482
2586	6	2020	10693939
2587	7	2020	5822763
2588	8	2020	83166711
2589	9	2020	1328976
2590	10	2020	4963839
2591	11	2020	10709739
2592	12	2020	47329981
2593	13	2020	67098824
2594	14	2020	4058165
2595	15	2020	60244639
2596	16	2020	888005
2597	17	2020	1907675
2598	18	2020	2794090
2599	19	2020	626108
2600	20	2020	9769526
2601	21	2020	514564
2602	22	2020	17407585
2603	23	2020	8901064
2604	24	2020	37958138
2605	25	2020	10295909
2606	26	2020	19317984
2607	27	2020	2095861
2608	28	2020	5457873
2609	29	2020	5525292
2610	30	2020	10327589
2611	31	2020	67025542
2612	32	2020	364134
2613	33	2020	5367580
2614	34	2020	621873
2615	35	2020	2076255
2616	36	2020	2845955
2617	37	2020	6926705
2618	38	2020	83154997
2619	39	2020	0
2620	40	2020	1782115
2621	41	2020	0
2622	42	2020	41732779
2623	43	2020	3716858
