GEO,NRG_BAL,SIEC,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Bosnie-Herzégovine,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	-34,566	-31,685	-18,243	-35,526	-13,927
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	6,019	6,019	6,019	5,016	5,016	2,006	6,019	6,019	3,862	5,621
Moldavie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	0,000	4,801	4,801	5,761	6,721	8,641	8,062	9,062	7,048	9,062
Ukraine,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	191,602	198,624	167,527	352,107	249,785	193,608	195,615	302,952	220,694	213,672
Géorgie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	15,047	17,054	19,060	19,060	16,972	17,971
Union européenne - 27 pays (à partir de 2020),Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	61,913	286,416	298,661	87,380	40,886	53,301	136,568	218,729	180,495	131,895
Union européenne - 28 pays (2013-2020),Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	87,837	316,181	326,506	119,065	77,076	98,798	156,214	248,047	187,083	115,103
Zone euro - 19 pays (à partir de 2015),Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	-8,267	248,924	261,455	56,312	-18,802	11,613	81,406	155,443	114,188	68,172
Belgique,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	13,566	13,662	12,229	12,420	13,280	14,044	14,522	15,573	16,146	16,815
Bulgarie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	2,150	0,000	2,150	1,433	2,150	2,150	0,000	0,000	0,777	1,213
Tchéquie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	9,600	5,760	0,000	0,000	0,960	1,920	0,000	0,000	-0,960	4,800
Danemark,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	10,348	122,106	227,656	115,898	79,680	171,777	173,846	167,638	179,020	80,714
Estonie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Irlande,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	11,465	12,420	11,465	11,465	6,688	7,643	8,598	3,822	3,822	4,008
Grèce,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Espagne,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	11,522	7,681	21,124	-2,880	13,442	-3,841	-40,327	-48,968	-28,805	-37,446
France,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	-22,930	-41,083	-55,414	-55,414	-118,471	-120,381	-33,439	-6,688	-29,618	-2,866
Croatie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	7,201	6,401	6,401	4,801	4,801	5,601	6,401	6,401	6,161	5,121
Italie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	-10,509	0,000	0,000	-40,126	-38,215	-29,617	-21,974	-54,457	-85,244	-45,903
Chypre,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lettonie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	6,999	10,998	6,999	5,999	8,998	7,998	7,998	7,998	5,937	9,468
Lituanie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	1,911	2,866	3,822	3,822	3,822	3,822	3,822	4,777	6,016	3,342
Luxembourg,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,960	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Hongrie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	-24,797	-27,362	-17,956	-17,956	-17,101	-17,956	-20,522	-16,246	-18,812	-13,681
Malte,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	-34,676	114,226	28,556	1,020	3,060	-46,914	-38,643	58,745	41,893	36,406
Autriche,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pologne,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	74,520	49,680	45,858	42,037	62,100	43,948	64,011	66,877	71,179	60,143
Portugal,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	-2,866	-0,955	-3,822	-2,866	1,911	0,000	0,000	0,000	-0,998	-1,380
Roumanie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	1,506	3,013	0,753	0,753	6,778	6,025	5,272	6,254	7,962	6,127
Slovénie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Slovaquie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	3,081	4,137	3,103	4,108	4,137	5,171	4,137	4,137	4,108	3,103
Finlande,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	3,822	2,866	4,777	2,866	2,866	1,911	2,866	2,866	1,911	1,911
Suède,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Royaume-Uni,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	25,924	29,765	27,845	31,685	36,190	45,497	19,646	29,318	6,588	-16,792
Islande,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,088	0,039
Norvège,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Monténégro,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,960	0,960	0,960	0,955	0,955	0,955	0,000	0,368	0,311	0,412
Albanie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	4,800	3,840	4,800	4,800	4,800	4,800	2,880	2,880	3,094	2,743
Turquie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	8,641	1,920	13,442	3,135	-1,045	24,034	19,347	18,833	13,543	-9,673
Bosnie-Herzégovine,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Ukraine,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	1,911	0,000	0,000	0,000	0,000
Géorgie,Approvisionnement énergétique total,Cires de paraffine,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,955	0,955	0,955	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	7.875,496	7.671,440	6.994,614	4.783,075	2.882,013	2.014,465	2.787,847	2.314,676	2.517,363	2.290,303
Union européenne - 28 pays (2013-2020),Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	8.041,834	7.769,620	6.855,052	4.799,303	2.943,680	1.944,684	2.674,250	2.072,069	2.223,040	2.096,478
Zone euro - 19 pays (à partir de 2015),Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	7.628,559	7.307,125	6.760,583	4.397,542	2.628,166	1.705,939	2.454,076	1.922,341	1.990,145	1.818,076
Belgique,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	81,781	74,138	76,431	82,545	74,138	83,309	35,158	39,744	40,814	-63,285
Bulgarie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	187,494	341,239	175,494	236,242	253,492	274,491	240,742	287,241	336,582	334,145
Tchéquie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	3,583	4,478	4,478	5,517	7,356	5,517	6,437	5,646	4,705	5,646
Danemark,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	137,996	123,746	155,245	159,745	140,996	156,745	156,808	181,997	190,251	165,193
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	-75,769	231,059	438,112	312,830	225,808	57,836	-191,841	-150,568	-126,875	-92,481
Estonie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Irlande,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	149,431	111,115	95,023	113,395	123,915	138,785	145,408	150,550	150,472	167,120
Grèce,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	461,641	525,843	434,891	483,042	511,321	485,335	524,315	561,766	470,000	324,357
Espagne,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	2.771,210	2.504,180	1.966,239	227,441	-943,143	-1.416,655	-614,789	-1.054,923	-912,093	-954,010
France,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	1.068,501	923,283	1.096,780	895,768	706,220	631,317	561,001	604,567	741,378	742,142
Croatie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	81,446	52,570	54,051	47,387	94,034	107,361	108,102	116,987	123,206	120,245
Italie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	2.034,585	1.723,512	1.676,889	1.445,304	1.046,336	985,956	929,397	765,835	536,110	648,663
Chypre,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	111,780	90,045	78,401	72,967	104,117	125,269	97,238	94,829	83,738	55,811
Lettonie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	3,939	14,967	0,000	0,000	0,000	0,000	0,000	3,151	1,055	0,116
Lituanie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	16,376	2,339	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Luxembourg,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	4,133	3,651	5,353	5,985	6,108	6,481	5,404	5,883	7,566	14,139
Hongrie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	-77,243	-114,288	-161,579	-145,815	-163,944	-212,024	-193,107	-171,539	-131,587	-150,026
Malte,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	289,214	391,784	272,399	202,618	198,414	-57,170	379,147	393,238	451,563	463,292
Autriche,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	60,446	83,479	63,464	64,548	60,620	64,082	45,816	52,512	50,913	45,901
Pologne,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	65,730	48,916	59,616	68,788	14,522	19,872	22,165	29,044	41,337	43,132
Portugal,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	463,170	441,005	378,332	316,423	337,059	386,739	349,288	256,807	298,029	263,733
Roumanie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	-159,831	-117,186	-68,023	-5,737	-92,609	-43,436	-7,376	-57,041	-39,770	-46,108
Slovénie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	42,691	38,364	49,491	45,294	61,165	62,424	53,972	54,380	58,709	61,518
Slovaquie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	69,179	67,613	82,157	90,786	89,133	96,017	94,202	103,591	98,607	101,030
Finlande,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	76,251	80,748	46,621	38,596	26,955	56,214	40,360	40,979	40,159	40,030
Suède,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	7,762	24,840	14,749	19,406	0,000	0,000	0,000	0,000	2,494	0,000
Royaume-Uni,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	166,338	98,180	-139,562	16,228	61,667	-69,781	-113,597	-242,607	-294,323	-193,825
Islande,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	331,458	0,000	0,000	1,576	6,306	24,434	6,306	5,517	6,581	10,074
Norvège,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	321,845	265,835	243,265	298,438	249,952	244,936	177,224	236,577	205,646	223,201
Monténégro,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	19,991	24,434	28,876	19,991	15,549	11,847	17,030	6,664	13,180	13,105
Macédoine du Nord,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	37,007	47,369	55,510	59,951	62,912	68,092	64,392	30,899	25,553	26,813
Albanie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	-6,876	106,195	64,940	53,480	58,828	57,300	25,976	54,244	30,529	-2,377
Serbie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	58,087	78,962	55,364	84,408	82,593	96,207	94,392	110,729	119,959	152,147
Turquie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	1.228,273	2.035,440	1.869,495	2.412,934	2.904,486	2.988,698	3.182,476
Bosnie-Herzégovine,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	2,962	2,962	2,221	1,481	1,610
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	16,337	29,044	42,754	43,504	62,256	44,254	88,508	54,755	91,881	72,214
Moldavie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	3,073	11,523	25,350
Ukraine,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Géorgie,Approvisionnement énergétique total,Coke de pétrole,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	7,261	0,908	0,000
Union européenne - 27 pays (à partir de 2020),Approvisionnement énergétique total,Bitume,Milliers de tonnes équivalent pétrole (TEP)	-2.241,786	-1.618,225	-1.497,020	-1.497,112	-2.111,390	-2.803,312	-4.081,652	-4.097,478	-4.127,727	-3.670,029
