GEO,NRG_BAL,SIEC,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Hongrie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Malte,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pays-Bas,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Autriche,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pologne,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Portugal,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Roumanie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovénie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovaquie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Finlande,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Suède,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Royaume-Uni,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Islande,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Norvège,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Monténégro,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Macédoine du Nord,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Albanie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Serbie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Turquie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Bosnie-Herzégovine,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	: z	: z	: z	: z	: z
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Moldavie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Ukraine,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Géorgie,Consommation finale d'énergie (Europe 2020-2030),Gaz de four à coke,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	: z	: z	: z	: z	: z	: z
Union européenne - 27 pays (à partir de 2020),Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Union européenne - 28 pays (2013-2020),Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Zone euro - 19 pays (à partir de 2015),Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Belgique,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Bulgarie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Tchéquie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Danemark,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Estonie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Irlande,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Grèce,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Espagne,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
France,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Croatie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Italie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Chypre,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Lettonie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Lituanie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Luxembourg,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Hongrie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Malte,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pays-Bas,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Autriche,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pologne,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Portugal,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Roumanie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovénie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovaquie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Finlande,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Suède,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Royaume-Uni,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Islande,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Norvège,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Monténégro,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Macédoine du Nord,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Albanie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Serbie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Turquie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Bosnie-Herzégovine,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	: z	: z	: z	: z	: z
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Moldavie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Ukraine,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Géorgie,Consommation finale d'énergie (Europe 2020-2030),Gaz d'usine à gaz,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	: z	: z	: z	: z	: z	: z
Union européenne - 27 pays (à partir de 2020),Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Union européenne - 28 pays (2013-2020),Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Zone euro - 19 pays (à partir de 2015),Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Belgique,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Bulgarie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Tchéquie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Danemark,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Estonie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Irlande,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Grèce,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Espagne,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
France,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Croatie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Italie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Chypre,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Lettonie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Lituanie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Luxembourg,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Hongrie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Malte,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pays-Bas,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Autriche,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pologne,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Portugal,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Roumanie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovénie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovaquie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Finlande,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Suède,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Royaume-Uni,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Islande,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Norvège,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Monténégro,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Macédoine du Nord,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Albanie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Serbie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Turquie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Bosnie-Herzégovine,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	: z	: z	: z	: z	: z
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Moldavie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Ukraine,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Géorgie,Consommation finale d'énergie (Europe 2020-2030),Gaz de haut-fourneau,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	: z	: z	: z	: z	: z	: z
Union européenne - 27 pays (à partir de 2020),Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Union européenne - 28 pays (2013-2020),Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Zone euro - 19 pays (à partir de 2015),Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	:	:	:	:	:
Belgique,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Bulgarie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Tchéquie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Danemark,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Estonie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Irlande,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Grèce,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Espagne,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
France,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Croatie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Italie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Chypre,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Lettonie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Lituanie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Luxembourg,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Hongrie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Malte,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pays-Bas,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Autriche,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Pologne,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Portugal,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Roumanie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovénie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Slovaquie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Finlande,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Suède,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Royaume-Uni,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Islande,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Norvège,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Monténégro,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Macédoine du Nord,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Albanie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Serbie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
Turquie,Consommation finale d'énergie (Europe 2020-2030),Autres gaz récupérés,Milliers de tonnes équivalent pétrole (TEP)	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
